Codigo_Transacao,CPF_Cliente,Nome_Cliente,Data_Transacao,Moeda,Valor_Transacao,Tipo_Transacao,Status_Transacao,Categoria,Banco,Num_Parcelas,Taxa_Servico,Valor_Final
FIN000734,496.504.319-37,Isabela Nunes,2024-03-31,BRL,286123.0,Pagamento,Aprovada,Alimentação,XP,1,285.65,286408.65
FIN000012,361.648.719-21,Vanessa Coelho,2022-06-11,BRL,286123.0,Saque,Aprovada,Investimento,Inter,12,342.67,286465.67
FIN000115,573.958.361-17,Camila Rocha,2022-09-13,BRL,286123.0,Saque,Aprovada,Viagem,Inter,6,470.3,286593.3
FIN000844,161.783.388-52,Marcelo Teixeira,2024-07-10,BRL,286123.0,PIX,Recusada,Vestuário,Inter,2,513.59,286636.59
FIN000429,634.806.259-67,Guilherme Mota,2023-06-27,BRL,286123.0,Depósito,Pendente,Vestuário,Inter,12,283.17,286406.17
FIN000258,289.592.584-59,Andre Monteiro,2023-01-21,BRL,286123.0,PIX,Aprovada,Alimentação,BTG,24,326.51,286449.51
FIN000732,438.684.151-51,Felipe Andrade,2024-03-30,BRL,286123.0,Depósito,Pendente,Vestuário,Banco do Brasil,3,463.83,286586.83
FIN000950,758.727.229-71,Priscila Gomes,2024-10-15,BRL,165042.0,Depósito,Recusada,Moradia,Banco do Brasil,2,26.56,165068.56
FIN000765,871.787.595-57,Leticia Moura,2024-04-29,BRL,21480.21,Saque,Recusada,Alimentação,XP,3,422.69,21902.899999999998
FIN000353,920.557.990-83,Leonardo Braga,2023-04-18,BRL,22206.74,Transferência,Aprovada,Moradia,BTG,1,434.92,22641.66
FIN000774,925.806.730-81,Guilherme Mota,2024-05-07,BRL,286123.0,Saque,Pendente,Alimentação,Banco do Brasil,6,266.42,286389.42
FIN000956,645.768.360-90,Henrique,2024-10-20,BRL,286123.0,Depósito,Recusada,Moradia,XP,1,283.86,286406.86
FIN000691,694.833.485-59,Andre Monteiro,2024-02-21,BRL,175949.0,Depósito,Aprovada,Viagem,BTG,1,42.38,175991.38
FIN000791,477.679.582-39,Diego,2024-05-22,BRL,286123.0,Depósito,Pendente,Moradia,XP,12,112.81,286235.81
FIN000532,380.194.546-31,Diego Peixoto,2023-09-29,BRL,269058.0,Saque,Aprovada,Moradia,C6 Bank,1,229.26,269287.26
FIN000868,913.457.925-49,Thiago Cavalcanti,2024-08-01,BRL,54719.0,Depósito,Recusada,Moradia,BTG,6,39.31,54758.31
FIN000170,198.628.611-91,Beatriz Lopes,2022-11-02,BRL,415364.0,Transferência,Recusada,Alimentação,,24,36.66,415400.66
FIN000240,707.414.347-97,Thiago Cavalcanti,2023-01-05,BRL,286123.0,PIX,Pendente,Alimentação,Inter,1,640.15,286763.15
FIN000074,889.866.575-78,Amanda Vieira,2022-06-08,BRL,127037.0,Transferência,Pendente,Tecnologia,Banco do Brasil,3,19.79,127056.79
FIN000762,227.252.625-40,Natalia Correia,2024-04-26,BRL,730447.0,Saque,Aprovada,Investimento,XP,3,48.66,730495.66
FIN000741,741.221.218-18,Marcelo Teixeira,2024-07-04,BRL,985776.0,Saque,Pendente,Moradia,C6 Bank,3,104.64,985880.64
FIN000751,430.519.150-56,Rodrigo Farias,2024-04-16,BRL,364486.0,PIX,Aprovada,Moradia,XP,24,64.88,364550.88
FIN000742,868.352.118-95,Carolina Azevedo,2024-04-08,BRL,776726.5,Depósito,Recusada,Vestuário,C6 Bank,6,206.11,776932.61
FIN000831,439.529.909-99,Guilherme Mota,2024-06-28,BRL,706702.0,Pagamento,Pendente,Viagem,XP,6,52.96,706754.96
FIN000048,982.968.547-11,Henrique Pinto,2022-07-13,BRL,286123.0,Pagamento,Aprovada,Alimentação,Inter,6,272.95,286395.95
FIN000763,786.208.370-65,Rafael Macedo,2024-04-27,BRL,286123.0,Depósito,Pendente,Alimentação,BTG,2,316.06,286439.06
FIN000592,657.722.546-30,Rafael Macedo,2023-11-23,BRL,286123.0,Depósito,Aprovada,Tecnologia,XP,1,251.47,286374.47
FIN000808,271.847.120-77,Priscila Gomes,2024-06-07,BRL,286123.0,Pagamento,Pendente,Investimento,Banco do Brasil,6,587.37,286710.37
FIN000653,726.891.858-24,Priscila Gomes,2024-01-17,BRL,743313.0,Transferência,Recusada,,Banco do Brasil,6,180.76,743493.76
FIN000193,890.596.983-90,Priscila Gomes,2022-11-23,BRL,286123.0,Saque,Pendente,Viagem,Banco do Brasil,2,470.57,286593.57
FIN000245,105.249.667-78,Isabela Nunes,2023-01-09,BRL,734106.0,Pagamento,Pendente,Tecnologia,Inter,1,132.92,734238.92
FIN000060,145.627.664-50,Felipe Andrade,2022-07-24,BRL,202221.0,Saque,Aprovada,Vestuário,Banco do Brasil,12,52.6,202273.6
FIN000177,886.838.168-54,Natalia Correia,2022-11-08,BRL,17490.86,Transferência,Pendente,Investimento,C6 Bank,12,328.72,17819.58
FIN000450,286.216.495-61,Amanda Vieira,2023-07-16,BRL,286123.0,Saque,Aprovada,Moradia,XP,1,256.19,286379.19
FIN000056,574.428.178-55,Henrique Pinto,2022-07-21,BRL,286123.0,Pagamento,Recusada,Alimentação,C6 Bank,2,266.99,286389.99
FIN000920,570.260.647-73,Amanda Vieira,2024-09-17,BRL,286123.0,Depósito,Aprovada,Alimentação,Inter,24,345.16,286468.16
FIN000642,309.714.346-52,Leticia Moura,2024-01-07,BRL,130438.0,Pagamento,Pendente,Vestuário,Banco do Brasil,2,11.29,130449.29
